anio,edad_mujer_grupo,edad_hombre_grupo,valor
2015,25 - 29,45-49,12
2015,25 - 29,50-54,1
2015,25 - 29,55-59,0
2015,25 - 29,60 y más,2
2015,25 - 29,Ignorado,27
2015,25 - 29,Menos de 15,0
2015,30 - 34,15-19,1
2015,30 - 34,20-24,6
2015,30 - 34,25-29,60
2015,30 - 34,30-34,196
2015,30 - 34,35-39,144
2015,30 - 34,40-44,39
2015,30 - 34,45-49,17
2015,30 - 34,50-54,5
2015,30 - 34,55-59,1
2015,30 - 34,60 y más,2
2015,30 - 34,Ignorado,44
2015,30 - 34,Menos de 15,0
2015,35 - 39,15-19,0
2015,35 - 39,20-24,2
2015,35 - 39,25-29,6
2015,35 - 39,30-34,42
2015,35 - 39,35-39,118
2015,35 - 39,40-44,71
2015,35 - 39,45-49,25
2015,35 - 39,50-54,10
2015,35 - 39,55-59,6
2015,35 - 39,60 y más,5
2015,35 - 39,Ignorado,47
2015,35 - 39,Menos de 15,0
2015,40 - 44,15-19,0
2015,40 - 44,20-24,0
2015,40 - 44,25-29,4
2015,40 - 44,30-34,7
2015,40 - 44,35-39,17
2015,40 - 44,40-44,61
2015,40 - 44,45-49,42
2015,40 - 44,50-54,20
2015,40 - 44,55-59,8
2015,40 - 44,60 y más,8
2015,40 - 44,Ignorado,44
2015,40 - 44,Menos de 15,0
2015,45 - 49,15-19,0
2015,45 - 49,20-24,1
2015,45 - 49,25-29,2
2015,45 - 49,30-34,3
2015,45 - 49,35-39,7
2015,45 - 49,40-44,10
2015,45 - 49,45-49,25
2015,45 - 49,50-54,21
2015,45 - 49,55-59,5
2015,45 - 49,60 y más,1
2015,45 - 49,Ignorado,19
2015,45 - 49,Menos de 15,0
2015,50 - 54,15-19,0
2015,50 - 54,20-24,0
2015,50 - 54,25-29,0
2015,50 - 54,30-34,1
2015,50 - 54,35-39,2
2015,50 - 54,40-44,1
2015,50 - 54,45-49,3
2015,50 - 54,50-54,16
2015,50 - 54,55-59,16
2015,50 - 54,60 y más,11
2015,50 - 54,Ignorado,17
2015,50 - 54,Menos de 15,0
2015,55 - 59,15-19,0
2015,55 - 59,20-24,0
2015,55 - 59,25-29,1
2015,55 - 59,30-34,0
2015,55 - 59,35-39,1
2015,55 - 59,40-44,1
2015,55 - 59,45-49,1
2015,55 - 59,50-54,2
2015,55 - 59,55-59,9
2015,55 - 59,60 y más,15
2015,55 - 59,Ignorado,7
2015,55 - 59,Menos de 15,0
2015,60 y más,15-19,0
2015,60 y más,20-24,0
2015,60 y más,25-29,0
2015,60 y más,30-34,0
2015,60 y más,35-39,0
2015,60 y más,40-44,0
2015,60 y más,45-49,1
2015,60 y más,50-54,2
2015,60 y más,55-59,2
2015,60 y más,60 y más,20
2015,60 y más,Ignorado,6
2015,60 y más,Menos de 15,0
2015,Ignorado,15-19,0
2015,Ignorado,20-24,2
2015,Ignorado,25-29,13
2015,Ignorado,30-34,38
2015,Ignorado,35-39,38
2015,Ignorado,40-44,41
2015,Ignorado,45-49,29
2015,Ignorado,50-54,18
2015,Ignorado,55-59,9
2015,Ignorado,60 y más,14
2015,Ignorado,Ignorado,2973
2015,Ignorado,Menos de 15,0
2015,Menos de 15,15-19,0
2015,Menos de 15,20-24,0
2015,Menos de 15,25-29,0
2015,Menos de 15,30-34,0
2015,Menos de 15,35-39,0
2015,Menos de 15,40-44,0
2015,Menos de 15,45-49,0
2015,Menos de 15,50-54,0
2015,Menos de 15,55-59,0
2015,Menos de 15,60 y más,0
2015,Menos de 15,Ignorado,0
2015,Menos de 15,Menos de 15,0
2016,15 - 19,15-19,4
2016,15 - 19,20-24,61
2016,15 - 19,25-29,25
2016,15 - 19,30-34,5
2016,15 - 19,35-39,3
2016,15 - 19,40-44,0
2016,15 - 19,45-49,0
2016,15 - 19,50-54,0
2016,15 - 19,55-59,0
2016,15 - 19,60 y más,0
2016,15 - 19,Ignorado,0
2016,15 - 19,Menos de 15,0
2016,20 - 24,15-19,4
2016,20 - 24,20-24,177
2016,20 - 24,25-29,209
2016,20 - 24,30-34,96
2016,20 - 24,35-39,29
2016,20 - 24,40-44,7
2016,20 - 24,45-49,3
2016,20 - 24,50-54,3
2016,20 - 24,55-59,0
2016,20 - 24,60 y más,2
2016,20 - 24,Ignorado,6
2016,20 - 24,Menos de 15,0
2016,25 - 29,15-19,1
2016,25 - 29,20-24,31
2016,25 - 29,25-29,294
2016,25 - 29,30-34,224
2016,25 - 29,35-39,71
2016,25 - 29,40-44,23
2016,25 - 29,45-49,6
2016,25 - 29,50-54,4
2016,25 - 29,55-59,2
2016,25 - 29,60 y más,4
2016,25 - 29,Ignorado,22
2016,25 - 29,Menos de 15,0
2016,30 - 34,15-19,0
2016,30 - 34,20-24,7
2016,30 - 34,25-29,78
2016,30 - 34,30-34,202
2016,30 - 34,35-39,131
2016,30 - 34,40-44,46
2016,30 - 34,45-49,9
2016,30 - 34,50-54,4
2016,30 - 34,55-59,4
2016,30 - 34,60 y más,1
2016,30 - 34,Ignorado,43
2016,30 - 34,Menos de 15,0
2016,35 - 39,15-19,0
2016,35 - 39,20-24,0
2016,35 - 39,25-29,19
2016,35 - 39,30-34,54
2016,35 - 39,35-39,108
2016,35 - 39,40-44,80
2016,35 - 39,45-49,25
2016,35 - 39,50-54,4
2016,35 - 39,55-59,6
2016,35 - 39,60 y más,6
2016,35 - 39,Ignorado,45
2016,35 - 39,Menos de 15,0
2016,40 - 44,15-19,0
2016,40 - 44,20-24,0
2016,40 - 44,25-29,5
2016,40 - 44,30-34,7
2016,40 - 44,35-39,24
2016,40 - 44,40-44,68
2016,40 - 44,45-49,44
2016,40 - 44,50-54,18
2016,40 - 44,55-59,6
2016,40 - 44,60 y más,4
2016,40 - 44,Ignorado,42
2016,40 - 44,Menos de 15,0
2016,45 - 49,15-19,0
2016,45 - 49,20-24,0
2016,45 - 49,25-29,1
2016,45 - 49,30-34,5
2016,45 - 49,35-39,6
2016,45 - 49,40-44,13
2016,45 - 49,45-49,30
2016,45 - 49,50-54,30
2016,45 - 49,55-59,14
2016,45 - 49,60 y más,12
2016,45 - 49,Ignorado,23
2016,45 - 49,Menos de 15,0
2016,50 - 54,15-19,0
2016,50 - 54,20-24,0
2016,50 - 54,25-29,0
2016,50 - 54,30-34,1
2016,50 - 54,35-39,1
2016,50 - 54,40-44,2
2016,50 - 54,45-49,8
2016,50 - 54,50-54,24
2016,50 - 54,55-59,14
2016,50 - 54,60 y más,11
2016,50 - 54,Ignorado,10
2016,50 - 54,Menos de 15,0
2016,55 - 59,15-19,0
2016,55 - 59,20-24,0
2016,55 - 59,25-29,0
2016,55 - 59,30-34,0
2016,55 - 59,35-39,0
2016,55 - 59,40-44,2
2016,55 - 59,45-49,2
2016,55 - 59,50-54,3
2016,55 - 59,55-59,12
2016,55 - 59,60 y más,10
2016,55 - 59,Ignorado,13
2016,55 - 59,Menos de 15,0
2016,60 y más,15-19,0
2016,60 y más,20-24,0
2016,60 y más,25-29,0
2016,60 y más,30-34,0
2016,60 y más,35-39,0
2016,60 y más,40-44,0
2016,60 y más,45-49,1
2016,60 y más,50-54,0
2016,60 y más,55-59,4
2016,60 y más,60 y más,20
2016,60 y más,Ignorado,5
2016,60 y más,Menos de 15,0
2016,Ignorado,15-19,1
2016,Ignorado,20-24,0
2016,Ignorado,25-29,7
2016,Ignorado,30-34,36
2016,Ignorado,35-39,43
2016,Ignorado,40-44,37
2016,Ignorado,45-49,34
2016,Ignorado,50-54,32
2016,Ignorado,55-59,20
2016,Ignorado,60 y más,18
2016,Ignorado,Ignorado,2754
2016,Ignorado,Menos de 15,0
2016,Menos de 15,15-19,0
2016,Menos de 15,20-24,0
2016,Menos de 15,25-29,0
2016,Menos de 15,30-34,0
2016,Menos de 15,35-39,0
2016,Menos de 15,40-44,0
2016,Menos de 15,45-49,0
2016,Menos de 15,50-54,0
2016,Menos de 15,55-59,0
2016,Menos de 15,60 y más,0
2016,Menos de 15,Ignorado,0
2016,Menos de 15,Menos de 15,0
2017,15 - 19,15-19,5
2017,15 - 19,20-24,45
2017,15 - 19,25-29,20
2017,15 - 19,30-34,5
2017,15 - 19,35-39,3
2017,15 - 19,40-44,1
2017,15 - 19,45-49,0
2017,15 - 19,50-54,0
2017,15 - 19,55-59,0
2017,15 - 19,60 y más,0
2017,15 - 19,Ignorado,0
2017,20 - 24,15-19,2
2017,20 - 24,20-24,168
2017,20 - 24,25-29,242
2017,20 - 24,30-34,83
2017,20 - 24,35-39,41
2017,20 - 24,40-44,7
2017,20 - 24,45-49,2
2017,20 - 24,50-54,0
2017,20 - 24,55-59,0
2017,20 - 24,60 y más,3
2017,20 - 24,Ignorado,1
2017,25 - 29,15-19,0
2017,25 - 29,20-24,43
2017,25 - 29,25-29,301
2017,25 - 29,30-34,265
2017,25 - 29,35-39,74
2017,25 - 29,40-44,29
2017,25 - 29,45-49,7
2017,25 - 29,50-54,4
2017,25 - 29,55-59,5
2017,25 - 29,60 y más,2
2017,25 - 29,Ignorado,11
2017,30 - 34,15-19,0
2017,30 - 34,20-24,7
2017,30 - 34,25-29,78
2017,30 - 34,30-34,227
2017,30 - 34,35-39,159
2017,30 - 34,40-44,55
2017,30 - 34,45-49,14
2017,30 - 34,50-54,7
2017,30 - 34,55-59,6
2017,30 - 34,60 y más,3
2017,30 - 34,Ignorado,41
2017,35 - 39,15-19,0
2017,35 - 39,20-24,2
2017,35 - 39,25-29,20
2017,35 - 39,30-34,54
2017,35 - 39,35-39,132
2017,35 - 39,40-44,78
2017,35 - 39,45-49,22
2017,35 - 39,50-54,3
2017,35 - 39,55-59,4
2017,35 - 39,60 y más,2
2017,35 - 39,Ignorado,38
2017,40 - 44,15-19,0
2017,40 - 44,20-24,0
2017,40 - 44,25-29,4
2017,40 - 44,30-34,11
2017,40 - 44,35-39,30
2017,40 - 44,40-44,57
2017,40 - 44,45-49,50
2017,40 - 44,50-54,19
2017,40 - 44,55-59,14
2017,40 - 44,60 y más,5
2017,40 - 44,Ignorado,41
2017,45 - 49,15-19,0
2017,45 - 49,20-24,1
2017,45 - 49,25-29,1
2017,45 - 49,30-34,7
2017,45 - 49,35-39,3
2017,45 - 49,40-44,14
2017,45 - 49,45-49,41
2017,45 - 49,50-54,26
2017,45 - 49,55-59,14
2017,45 - 49,60 y más,5
2017,45 - 49,Ignorado,30
2017,50 - 54,15-19,0
2017,50 - 54,20-24,0
2017,50 - 54,25-29,0
2017,50 - 54,30-34,0
2017,50 - 54,35-39,5
2017,50 - 54,40-44,6
2017,50 - 54,45-49,8
2017,50 - 54,50-54,17
2017,50 - 54,55-59,25
2017,50 - 54,60 y más,12
2017,50 - 54,Ignorado,10
2017,55 - 59,15-19,0
2017,55 - 59,20-24,0
2017,55 - 59,25-29,0
2017,55 - 59,30-34,0
2017,55 - 59,35-39,0
2017,55 - 59,40-44,1
2017,55 - 59,45-49,5
2017,55 - 59,50-54,5
2017,55 - 59,55-59,8
2017,55 - 59,60 y más,21
2017,55 - 59,Ignorado,7
2017,60 y más,15-19,0
2017,60 y más,20-24,0
2017,60 y más,25-29,0
2017,60 y más,30-34,0
2017,60 y más,35-39,0
2017,60 y más,40-44,0
2017,60 y más,45-49,0
2017,60 y más,50-54,1
2017,60 y más,55-59,1
2017,60 y más,60 y más,23
2017,60 y más,Ignorado,4
2017,Ignorado,15-19,0
2017,Ignorado,20-24,1
2017,Ignorado,25-29,4
2017,Ignorado,30-34,22
2017,Ignorado,35-39,38
2017,Ignorado,40-44,52
2017,Ignorado,45-49,27
2017,Ignorado,50-54,22
2017,Ignorado,55-59,15
2017,Ignorado,60 y más,19
2017,Ignorado,Ignorado,2755
2018,15 - 19,15-19,1
2018,15 - 19,20-24,31
2018,15 - 19,25-29,19
2018,15 - 19,30-34,5
2018,15 - 19,35-39,0
2018,15 - 19,40-44,0
2018,15 - 19,45-49,1
2018,15 - 19,50-54,0
2018,15 - 19,55-59,0
2018,15 - 19,60 y más,0
2018,15 - 19,Ignorado,0
2018,20 - 24,15-19,1
2018,20 - 24,20-24,158
2018,20 - 24,25-29,269
2018,20 - 24,30-34,89
2018,20 - 24,35-39,23
2018,20 - 24,40-44,7
2018,20 - 24,45-49,3
2018,20 - 24,50-54,3
2018,20 - 24,55-59,2
2018,20 - 24,60 y más,2
2018,20 - 24,Ignorado,0
2018,25 - 29,15-19,0
2018,25 - 29,20-24,38
2018,25 - 29,25-29,416
2018,25 - 29,30-34,273
2018,25 - 29,35-39,98
2018,25 - 29,40-44,47
2018,25 - 29,45-49,11
2018,25 - 29,50-54,8
2018,25 - 29,55-59,3
2018,25 - 29,60 y más,3
2018,25 - 29,Ignorado,21
2018,30 - 34,15-19,0
2018,30 - 34,20-24,6
2018,30 - 34,25-29,79
2018,30 - 34,30-34,243
2018,30 - 34,35-39,210
2018,30 - 34,40-44,64
2018,30 - 34,45-49,13
2018,30 - 34,50-54,9
2018,30 - 34,55-59,4
2018,30 - 34,60 y más,2
2018,30 - 34,Ignorado,38
2018,35 - 39,15-19,0
2018,35 - 39,20-24,2
2018,35 - 39,25-29,19
2018,35 - 39,30-34,69
2018,35 - 39,35-39,156
2018,35 - 39,40-44,129
2018,35 - 39,45-49,29
2018,35 - 39,50-54,9
2018,35 - 39,55-59,6
2018,35 - 39,60 y más,5
2018,35 - 39,Ignorado,51
2018,40 - 44,15-19,0
2018,40 - 44,20-24,1
2018,40 - 44,25-29,7
2018,40 - 44,30-34,19
2018,40 - 44,35-39,29
2018,40 - 44,40-44,78
2018,40 - 44,45-49,54
2018,40 - 44,50-54,18
2018,40 - 44,55-59,6
2018,40 - 44,60 y más,6
2018,40 - 44,Ignorado,40
2018,45 - 49,15-19,0
2018,45 - 49,20-24,4
2018,45 - 49,25-29,0
2018,45 - 49,30-34,5
2018,45 - 49,35-39,9
2018,45 - 49,40-44,17
2018,45 - 49,45-49,35
2018,45 - 49,50-54,34
2018,45 - 49,55-59,9
2018,45 - 49,60 y más,18
2018,45 - 49,Ignorado,24
2018,50 - 54,15-19,0
2018,50 - 54,20-24,1
2018,50 - 54,25-29,1
2018,50 - 54,30-34,4
2018,50 - 54,35-39,3
2018,50 - 54,40-44,1
2018,50 - 54,45-49,6
2018,50 - 54,50-54,25
2018,50 - 54,55-59,21
2018,50 - 54,60 y más,16
2018,50 - 54,Ignorado,21
2018,55 - 59,15-19,0
2018,55 - 59,20-24,0
2018,55 - 59,25-29,0
2018,55 - 59,30-34,0
2018,55 - 59,35-39,3
2018,55 - 59,40-44,1
2018,55 - 59,45-49,1
2018,55 - 59,50-54,4
2018,55 - 59,55-59,19
2018,55 - 59,60 y más,26
2018,55 - 59,Ignorado,9
2018,60 y más,15-19,0
2018,60 y más,20-24,0
2018,60 y más,25-29,0
2018,60 y más,30-34,1
2018,60 y más,35-39,0
2018,60 y más,40-44,2
2018,60 y más,45-49,1
2018,60 y más,50-54,0
2018,60 y más,55-59,5
2018,60 y más,60 y más,30
2018,60 y más,Ignorado,7
2018,Ignorado,15-19,0
2018,Ignorado,20-24,4
2018,Ignorado,25-29,4
2018,Ignorado,30-34,17
2018,Ignorado,35-39,51
2018,Ignorado,40-44,44
2018,Ignorado,45-49,40
2018,Ignorado,50-54,23
2018,Ignorado,55-59,12
2018,Ignorado,60 y más,16
2018,Ignorado,Ignorado,2748
2019,18 - 19,18-19,0
2019,18 - 19,20-24,17
2019,18 - 19,25-29,16
2019,18 - 19,30-34,4
2019,18 - 19,35-39,2
2019,18 - 19,40-44,0
2019,18 - 19,45-49,0
2019,18 - 19,50-54,0
2019,18 - 19,55-59,0
2019,18 - 19,60 y más,0
2019,18 - 19,Ignorado,0
2019,20 - 24,18-19,1
2019,20 - 24,20-24,172
2019,20 - 24,25-29,299
2019,20 - 24,30-34,109
2019,20 - 24,35-39,35
2019,20 - 24,40-44,9
2019,20 - 24,45-49,4
2019,20 - 24,50-54,4
2019,20 - 24,55-59,0
2019,20 - 24,60 y más,0
2019,20 - 24,Ignorado,0
2019,25 - 29,18-19,0
2019,25 - 29,20-24,54
2019,25 - 29,25-29,490
2019,25 - 29,30-34,412
2019,25 - 29,35-39,127
2019,25 - 29,40-44,31
2019,25 - 29,45-49,15
2019,25 - 29,50-54,6
2019,25 - 29,55-59,3
2019,25 - 29,60 y más,2
2019,25 - 29,Ignorado,9
2019,30 - 34,18-19,0
2019,30 - 34,20-24,11
2019,30 - 34,25-29,123
2019,30 - 34,30-34,439
2019,30 - 34,35-39,299
2019,30 - 34,40-44,92
2019,30 - 34,45-49,23
2019,30 - 34,50-54,10
2019,30 - 34,55-59,1
2019,30 - 34,60 y más,5
2019,30 - 34,Ignorado,26
2019,35 - 39,18-19,0
2019,35 - 39,20-24,5
2019,35 - 39,25-29,26
2019,35 - 39,30-34,93
2019,35 - 39,35-39,257
2019,35 - 39,40-44,176
2019,35 - 39,45-49,47
2019,35 - 39,50-54,24
2019,35 - 39,55-59,13
2019,35 - 39,60 y más,7
2019,35 - 39,Ignorado,53
2019,40 - 44,18-19,0
2019,40 - 44,20-24,0
2019,40 - 44,25-29,7
2019,40 - 44,30-34,24
2019,40 - 44,35-39,57
2019,40 - 44,40-44,147
2019,40 - 44,45-49,63
2019,40 - 44,50-54,34
2019,40 - 44,55-59,21
2019,40 - 44,60 y más,8
2019,40 - 44,Ignorado,34
2019,45 - 49,18-19,0
2019,45 - 49,20-24,0
2019,45 - 49,25-29,2
2019,45 - 49,30-34,4
2019,45 - 49,35-39,9
2019,45 - 49,40-44,39
2019,45 - 49,45-49,74
2019,45 - 49,50-54,44
2019,45 - 49,55-59,17
2019,45 - 49,60 y más,17
2019,45 - 49,Ignorado,37
2019,50 - 54,18-19,0
2019,50 - 54,20-24,0
2019,50 - 54,25-29,0
2019,50 - 54,30-34,0
2019,50 - 54,35-39,2
2019,50 - 54,40-44,3
2019,50 - 54,45-49,14
2019,50 - 54,50-54,33
2019,50 - 54,55-59,16
2019,50 - 54,60 y más,23
2019,50 - 54,Ignorado,18
2019,55 - 59,18-19,0
2019,55 - 59,20-24,0
2019,55 - 59,25-29,0
2019,55 - 59,30-34,1
2019,55 - 59,35-39,1
2019,55 - 59,40-44,2
2019,55 - 59,45-49,6
2019,55 - 59,50-54,7
2019,55 - 59,55-59,23
2019,55 - 59,60 y más,19
2019,55 - 59,Ignorado,10
2019,60 y más,18-19,0
2019,60 y más,20-24,0
2019,60 y más,25-29,0
2019,60 y más,30-34,0
2019,60 y más,35-39,0
2019,60 y más,40-44,1
2019,60 y más,45-49,0
2019,60 y más,50-54,2
2019,60 y más,55-59,2
2019,60 y más,60 y más,27
2019,60 y más,Ignorado,12
2019,Ignorado,18-19,0
2019,Ignorado,20-24,0
2019,Ignorado,25-29,2
2019,Ignorado,30-34,20
2019,Ignorado,35-39,36
2019,Ignorado,40-44,47
2019,Ignorado,45-49,38
2019,Ignorado,50-54,32
2019,Ignorado,55-59,18
2019,Ignorado,60 y más,17
2019,Ignorado,Ignorado,3582
2020,20 - 24,20-24,83
2020,20 - 24,25-29,157
2020,20 - 24,30-34,43
2020,20 - 24,35-39,19
2020,20 - 24,40-44,9
2020,20 - 24,45-49,1
2020,20 - 24,50-54,0
2020,20 - 24,55-59,0
2020,20 - 24,60 y más,1
2020,20 - 24,Ignorado,0
2020,20 - 24,Menos de 20,1
2020,25 - 29,20-24,24
2020,25 - 29,25-29,282
2020,25 - 29,30-34,245
2020,25 - 29,35-39,78
2020,25 - 29,40-44,25
2020,25 - 29,45-49,7
2020,25 - 29,50-54,2
2020,25 - 29,55-59,2
2020,25 - 29,60 y más,4
2020,25 - 29,Ignorado,4
2020,25 - 29,Menos de 20,0
2020,30 - 34,20-24,4
2020,30 - 34,25-29,67
2020,30 - 34,30-34,284
2020,30 - 34,35-39,144
2020,30 - 34,40-44,54
2020,30 - 34,45-49,13
2020,30 - 34,50-54,4
2020,30 - 34,55-59,4
2020,30 - 34,60 y más,4
2020,30 - 34,Ignorado,15
2020,30 - 34,Menos de 20,0
2020,35 - 39,20-24,3
2020,35 - 39,25-29,10
2020,35 - 39,30-34,68
2020,35 - 39,35-39,137
2020,35 - 39,40-44,94
2020,35 - 39,45-49,30
2020,35 - 39,50-54,11
2020,35 - 39,55-59,3
2020,35 - 39,60 y más,6
2020,35 - 39,Ignorado,18
2020,35 - 39,Menos de 20,0
2020,40 - 44,20-24,1
2020,40 - 44,25-29,6
2020,40 - 44,30-34,15
2020,40 - 44,35-39,33
2020,40 - 44,40-44,68
2020,40 - 44,45-49,55
2020,40 - 44,50-54,14
2020,40 - 44,55-59,6
2020,40 - 44,60 y más,7
2020,40 - 44,Ignorado,27
2020,40 - 44,Menos de 20,0
2020,45 - 49,20-24,0
2020,45 - 49,25-29,2
2020,45 - 49,30-34,3
2020,45 - 49,35-39,1
2020,45 - 49,40-44,16
2020,45 - 49,45-49,48
2020,45 - 49,50-54,28
2020,45 - 49,55-59,15
2020,45 - 49,60 y más,13
2020,45 - 49,Ignorado,16
2020,45 - 49,Menos de 20,0
2020,50 - 54,20-24,0
2020,50 - 54,25-29,1
2020,50 - 54,30-34,1
2020,50 - 54,35-39,2
2020,50 - 54,40-44,2
2020,50 - 54,45-49,11
2020,50 - 54,50-54,24
2020,50 - 54,55-59,12
2020,50 - 54,60 y más,5
2020,50 - 54,Ignorado,7
2020,50 - 54,Menos de 20,0
2020,55 - 59,20-24,0
2020,55 - 59,25-29,0
2020,55 - 59,30-34,0
2020,55 - 59,35-39,0
2020,55 - 59,40-44,1
2020,55 - 59,45-49,2
2020,55 - 59,50-54,2
2020,55 - 59,55-59,11
2020,55 - 59,60 y más,10
2020,55 - 59,Ignorado,5
2020,55 - 59,Menos de 20,0
2020,60 y más,20-24,0
2020,60 y más,25-29,0
2020,60 y más,30-34,0
2020,60 y más,35-39,2
2020,60 y más,40-44,0
2020,60 y más,45-49,1
2020,60 y más,50-54,4
2020,60 y más,55-59,2
2020,60 y más,60 y más,21
2020,60 y más,Ignorado,4
2020,60 y más,Menos de 20,0
2020,Ignorado,20-24,0
2020,Ignorado,25-29,1
2020,Ignorado,30-34,8
2020,Ignorado,35-39,11
2020,Ignorado,40-44,25
2020,Ignorado,45-49,20
2020,Ignorado,50-54,15
2020,Ignorado,55-59,13
2020,Ignorado,60 y más,10
2020,Ignorado,Ignorado,1504
2020,Ignorado,Menos de 20,0
2020,Menos de 20,20-24,0
2020,Menos de 20,25-29,2
2020,Menos de 20,30-34,1
2020,Menos de 20,35-39,0
2020,Menos de 20,40-44,0
2020,Menos de 20,45-49,0
2020,Menos de 20,50-54,0
2020,Menos de 20,55-59,0
2020,Menos de 20,60 y más,0
2020,Menos de 20,Ignorado,0
2020,Menos de 20,Menos de 20,0
2021,20 - 24,20-24,160
2021,20 - 24,25-29,330
2021,20 - 24,30-34,97
2021,20 - 24,35-39,30
2021,20 - 24,40-44,6
2021,20 - 24,45-49,6
2021,20 - 24,50-54,1
2021,20 - 24,55-59,4
2021,20 - 24,60 y más,2
2021,20 - 24,Ignorado,1
2021,20 - 24,Menos de 20,1
2021,25 - 29,20-24,62
2021,25 - 29,25-29,641
2021,25 - 29,30-34,610
2021,25 - 29,35-39,181
2021,25 - 29,40-44,59
2021,25 - 29,45-49,29
2021,25 - 29,50-54,9
2021,25 - 29,55-59,5
2021,25 - 29,60 y más,4
2021,25 - 29,Ignorado,6
2021,25 - 29,Menos de 20,0
2021,30 - 34,20-24,11
2021,30 - 34,25-29,165
2021,30 - 34,30-34,642
2021,30 - 34,35-39,438
2021,30 - 34,40-44,138
2021,30 - 34,45-49,40
2021,30 - 34,50-54,19
2021,30 - 34,55-59,7
2021,30 - 34,60 y más,8
2021,30 - 34,Ignorado,33
2021,30 - 34,Menos de 20,0
2021,35 - 39,20-24,3
2021,35 - 39,25-29,38
2021,35 - 39,30-34,152
2021,35 - 39,35-39,355
2021,35 - 39,40-44,246
2021,35 - 39,45-49,78
2021,35 - 39,50-54,38
2021,35 - 39,55-59,11
2021,35 - 39,60 y más,19
2021,35 - 39,Ignorado,46
2021,35 - 39,Menos de 20,0
2021,40 - 44,20-24,0
2021,40 - 44,25-29,12
2021,40 - 44,30-34,36
2021,40 - 44,35-39,103
2021,40 - 44,40-44,204
2021,40 - 44,45-49,153
2021,40 - 44,50-54,48
2021,40 - 44,55-59,16
2021,40 - 44,60 y más,19
2021,40 - 44,Ignorado,56
2021,40 - 44,Menos de 20,0
2021,45 - 49,20-24,0
2021,45 - 49,25-29,4
2021,45 - 49,30-34,10
2021,45 - 49,35-39,13
2021,45 - 49,40-44,43
2021,45 - 49,45-49,111
2021,45 - 49,50-54,74
2021,45 - 49,55-59,24
2021,45 - 49,60 y más,19
2021,45 - 49,Ignorado,51
2021,45 - 49,Menos de 20,0
2021,50 - 54,20-24,0
2021,50 - 54,25-29,0
2021,50 - 54,30-34,1
2021,50 - 54,35-39,3
2021,50 - 54,40-44,11
2021,50 - 54,45-49,23
2021,50 - 54,50-54,40
2021,50 - 54,55-59,38
2021,50 - 54,60 y más,20
2021,50 - 54,Ignorado,31
2021,50 - 54,Menos de 20,0
2021,55 - 59,20-24,0
2021,55 - 59,25-29,0
2021,55 - 59,30-34,0
2021,55 - 59,35-39,3
2021,55 - 59,40-44,5
2021,55 - 59,45-49,12
2021,55 - 59,50-54,10
2021,55 - 59,55-59,33
2021,55 - 59,60 y más,34
2021,55 - 59,Ignorado,14
2021,55 - 59,Menos de 20,0
2021,60 y más,20-24,0
2021,60 y más,25-29,1
2021,60 y más,30-34,0
2021,60 y más,35-39,1
2021,60 y más,40-44,1
2021,60 y más,45-49,0
2021,60 y más,50-54,4
2021,60 y más,55-59,8
2021,60 y más,60 y más,49
2021,60 y más,Ignorado,17
2021,60 y más,Menos de 20,0
2021,Ignorado,20-24,0
2021,Ignorado,25-29,0
2021,Ignorado,30-34,17
2021,Ignorado,35-39,42
2021,Ignorado,40-44,67
2021,Ignorado,45-49,48
2021,Ignorado,50-54,26
2021,Ignorado,55-59,20
2021,Ignorado,60 y más,30
2021,Ignorado,Ignorado,3281
2021,Ignorado,Menos de 20,0
2021,Menos de 20,20-24,2
2021,Menos de 20,25-29,2
2021,Menos de 20,30-34,0
2021,Menos de 20,35-39,0
2021,Menos de 20,40-44,0
2021,Menos de 20,45-49,0
2021,Menos de 20,50-54,0
2021,Menos de 20,55-59,0
2021,Menos de 20,60 y más,0
2021,Menos de 20,Ignorado,0
2021,Menos de 20,Menos de 20,0
2022,20 - 24,20-24,139
2022,20 - 24,25-29,286
2022,20 - 24,30-34,100
2022,20 - 24,35-39,35
2022,20 - 24,40-44,8
2022,20 - 24,45-49,4
2022,20 - 24,50-54,5
2022,20 - 24,55-59,2
2022,20 - 24,60 y más,2
2022,20 - 24,Ignorado,0
2022,20 - 24,Menos de 20,0
2022,25 - 29,20-24,52
2022,25 - 29,25-29,629
2022,25 - 29,30-34,672
2022,25 - 29,35-39,179
2022,25 - 29,40-44,44
2022,25 - 29,45-49,12
2022,25 - 29,50-54,6
2022,25 - 29,55-59,4
2022,25 - 29,60 y más,4
2022,25 - 29,Ignorado,0
2022,25 - 29,Menos de 20,1
2022,30 - 34,20-24,4
2022,30 - 34,25-29,132
2022,30 - 34,30-34,767
2022,30 - 34,35-39,528
2022,30 - 34,40-44,140
2022,30 - 34,45-49,45
2022,30 - 34,50-54,16
2022,30 - 34,55-59,7
2022,30 - 34,60 y más,4
2022,30 - 34,Ignorado,27
2022,30 - 34,Menos de 20,0
2022,35 - 39,20-24,1
2022,35 - 39,25-29,24
2022,35 - 39,30-34,143
2022,35 - 39,35-39,399
2022,35 - 39,40-44,285
2022,35 - 39,45-49,97
2022,35 - 39,50-54,21
2022,35 - 39,55-59,19
2022,35 - 39,60 y más,16
2022,35 - 39,Ignorado,57
2022,35 - 39,Menos de 20,0
