anio,edad_mujer_grupo,edad_hombre_grupo,valor
2014,30 - 34,50-54,117
2014,30 - 34,55-59,61
2014,30 - 34,60-64,35
2014,30 - 34,65 y más,43
2014,30 - 34,Ignorado,2
2014,30 - 34,Menos de 15,0
2014,35 - 39,15-19,10
2014,35 - 39,20-24,100
2014,35 - 39,25-29,339
2014,35 - 39,30-34,673
2014,35 - 39,35-39,1166
2014,35 - 39,40-44,811
2014,35 - 39,45-49,352
2014,35 - 39,50-54,185
2014,35 - 39,55-59,104
2014,35 - 39,60-64,67
2014,35 - 39,65 y más,48
2014,35 - 39,Ignorado,4
2014,35 - 39,Menos de 15,0
2014,40 - 44,15-19,5
2014,40 - 44,20-24,22
2014,40 - 44,25-29,55
2014,40 - 44,30-34,140
2014,40 - 44,35-39,331
2014,40 - 44,40-44,627
2014,40 - 44,45-49,506
2014,40 - 44,50-54,222
2014,40 - 44,55-59,156
2014,40 - 44,60-64,87
2014,40 - 44,65 y más,88
2014,40 - 44,Ignorado,0
2014,40 - 44,Menos de 15,0
2014,45 - 49,15-19,0
2014,45 - 49,20-24,7
2014,45 - 49,25-29,23
2014,45 - 49,30-34,25
2014,45 - 49,35-39,77
2014,45 - 49,40-44,174
2014,45 - 49,45-49,357
2014,45 - 49,50-54,374
2014,45 - 49,55-59,213
2014,45 - 49,60-64,123
2014,45 - 49,65 y más,132
2014,45 - 49,Ignorado,3
2014,45 - 49,Menos de 15,0
2014,50 - 54,15-19,0
2014,50 - 54,20-24,0
2014,50 - 54,25-29,5
2014,50 - 54,30-34,12
2014,50 - 54,35-39,25
2014,50 - 54,40-44,47
2014,50 - 54,45-49,127
2014,50 - 54,50-54,274
2014,50 - 54,55-59,298
2014,50 - 54,60-64,173
2014,50 - 54,65 y más,154
2014,50 - 54,Ignorado,0
2014,50 - 54,Menos de 15,0
2014,55 - 59,15-19,0
2014,55 - 59,20-24,2
2014,55 - 59,25-29,1
2014,55 - 59,30-34,3
2014,55 - 59,35-39,8
2014,55 - 59,40-44,8
2014,55 - 59,45-49,19
2014,55 - 59,50-54,85
2014,55 - 59,55-59,209
2014,55 - 59,60-64,247
2014,55 - 59,65 y más,209
2014,55 - 59,Ignorado,1
2014,55 - 59,Menos de 15,0
2014,60 - 64,15-19,0
2014,60 - 64,20-24,1
2014,60 - 64,25-29,0
2014,60 - 64,30-34,1
2014,60 - 64,35-39,1
2014,60 - 64,40-44,2
2014,60 - 64,45-49,17
2014,60 - 64,50-54,21
2014,60 - 64,55-59,61
2014,60 - 64,60-64,146
2014,60 - 64,65 y más,330
2014,60 - 64,Ignorado,0
2014,60 - 64,Menos de 15,0
2014,65 y más,15-19,0
2014,65 y más,20-24,0
2014,65 y más,25-29,0
2014,65 y más,30-34,0
2014,65 y más,35-39,2
2014,65 y más,40-44,1
2014,65 y más,45-49,1
2014,65 y más,50-54,6
2014,65 y más,55-59,28
2014,65 y más,60-64,67
2014,65 y más,65 y más,692
2014,65 y más,Ignorado,0
2014,65 y más,Menos de 15,0
2014,Ignorado,15-19,7
2014,Ignorado,20-24,13
2014,Ignorado,25-29,6
2014,Ignorado,30-34,3
2014,Ignorado,35-39,2
2014,Ignorado,40-44,1
2014,Ignorado,45-49,1
2014,Ignorado,50-54,0
2014,Ignorado,55-59,0
2014,Ignorado,60-64,0
2014,Ignorado,65 y más,0
2014,Ignorado,Ignorado,9
2014,Ignorado,Menos de 15,0
2014,Menos de 15,15-19,376
2014,Menos de 15,20-24,375
2014,Menos de 15,25-29,77
2014,Menos de 15,30-34,22
2014,Menos de 15,35-39,4
2014,Menos de 15,40-44,1
2014,Menos de 15,45-49,0
2014,Menos de 15,50-54,0
2014,Menos de 15,55-59,0
2014,Menos de 15,60-64,0
2014,Menos de 15,65 y más,0
2014,Menos de 15,Ignorado,0
2014,Menos de 15,Menos de 15,2
2015,15 - 19,15-19,5881
2015,15 - 19,20-24,10539
2015,15 - 19,25-29,2902
2015,15 - 19,30-34,695
2015,15 - 19,35-39,190
2015,15 - 19,40-44,63
2015,15 - 19,45-49,16
2015,15 - 19,50-54,15
2015,15 - 19,55-59,8
2015,15 - 19,60-64,2
2015,15 - 19,65 y más,5
2015,15 - 19,Ignorado,4
2015,15 - 19,Menos de 15,1
2015,20 - 24,15-19,2017
2015,20 - 24,20-24,12647
2015,20 - 24,25-29,7683
2015,20 - 24,30-34,2062
2015,20 - 24,35-39,661
2015,20 - 24,40-44,199
2015,20 - 24,45-49,66
2015,20 - 24,50-54,40
2015,20 - 24,55-59,25
2015,20 - 24,60-64,10
2015,20 - 24,65 y más,15
2015,20 - 24,Ignorado,2
2015,20 - 24,Menos de 15,0
2015,25 - 29,15-19,235
2015,25 - 29,20-24,2739
2015,25 - 29,25-29,6043
2015,25 - 29,30-34,3614
2015,25 - 29,35-39,1173
2015,25 - 29,40-44,368
2015,25 - 29,45-49,137
2015,25 - 29,50-54,100
2015,25 - 29,55-59,43
2015,25 - 29,60-64,21
2015,25 - 29,65 y más,27
2015,25 - 29,Ignorado,4
2015,25 - 29,Menos de 15,0
2015,30 - 34,15-19,50
2015,30 - 34,20-24,507
2015,30 - 34,25-29,1416
2015,30 - 34,30-34,2646
2015,30 - 34,35-39,1680
2015,30 - 34,40-44,534
2015,30 - 34,45-49,238
2015,30 - 34,50-54,120
2015,30 - 34,55-59,61
2015,30 - 34,60-64,50
2015,30 - 34,65 y más,36
2015,30 - 34,Ignorado,0
2015,30 - 34,Menos de 15,0
2015,35 - 39,15-19,5
2015,35 - 39,20-24,131
2015,35 - 39,25-29,292
2015,35 - 39,30-34,664
2015,35 - 39,35-39,1170
2015,35 - 39,40-44,810
2015,35 - 39,45-49,354
2015,35 - 39,50-54,190
2015,35 - 39,55-59,113
2015,35 - 39,60-64,52
2015,35 - 39,65 y más,54
2015,35 - 39,Ignorado,0
2015,35 - 39,Menos de 15,0
2015,40 - 44,15-19,6
2015,40 - 44,20-24,26
2015,40 - 44,25-29,80
2015,40 - 44,30-34,145
2015,40 - 44,35-39,279
2015,40 - 44,40-44,619
2015,40 - 44,45-49,464
2015,40 - 44,50-54,270
2015,40 - 44,55-59,137
2015,40 - 44,60-64,81
2015,40 - 44,65 y más,99
2015,40 - 44,Ignorado,0
2015,40 - 44,Menos de 15,0
2015,45 - 49,15-19,3
2015,45 - 49,20-24,9
2015,45 - 49,25-29,27
2015,45 - 49,30-34,48
2015,45 - 49,35-39,71
2015,45 - 49,40-44,172
2015,45 - 49,45-49,320
2015,45 - 49,50-54,374
2015,45 - 49,55-59,201
2015,45 - 49,60-64,117
2015,45 - 49,65 y más,104
2015,45 - 49,Ignorado,1
2015,45 - 49,Menos de 15,0
2015,50 - 54,15-19,0
2015,50 - 54,20-24,1
2015,50 - 54,25-29,7
2015,50 - 54,30-34,8
2015,50 - 54,35-39,28
2015,50 - 54,40-44,50
2015,50 - 54,45-49,112
2015,50 - 54,50-54,282
2015,50 - 54,55-59,327
2015,50 - 54,60-64,174
2015,50 - 54,65 y más,155
2015,50 - 54,Ignorado,1
2015,50 - 54,Menos de 15,0
2015,55 - 59,15-19,0
2015,55 - 59,20-24,0
2015,55 - 59,25-29,0
2015,55 - 59,30-34,1
2015,55 - 59,35-39,8
2015,55 - 59,40-44,11
2015,55 - 59,45-49,28
2015,55 - 59,50-54,83
2015,55 - 59,55-59,205
2015,55 - 59,60-64,280
2015,55 - 59,65 y más,202
2015,55 - 59,Ignorado,1
2015,55 - 59,Menos de 15,0
2015,60 - 64,15-19,0
2015,60 - 64,20-24,1
2015,60 - 64,25-29,1
2015,60 - 64,30-34,0
2015,60 - 64,35-39,3
2015,60 - 64,40-44,4
2015,60 - 64,45-49,11
2015,60 - 64,50-54,20
2015,60 - 64,55-59,72
2015,60 - 64,60-64,174
2015,60 - 64,65 y más,292
2015,60 - 64,Ignorado,0
2015,60 - 64,Menos de 15,0
2015,65 y más,15-19,0
2015,65 y más,20-24,0
2015,65 y más,25-29,0
2015,65 y más,30-34,1
2015,65 y más,35-39,0
2015,65 y más,40-44,1
2015,65 y más,45-49,1
2015,65 y más,50-54,9
2015,65 y más,55-59,26
2015,65 y más,60-64,50
2015,65 y más,65 y más,664
2015,65 y más,Ignorado,0
2015,65 y más,Menos de 15,0
2015,Ignorado,15-19,5
2015,Ignorado,20-24,7
2015,Ignorado,25-29,4
2015,Ignorado,30-34,1
2015,Ignorado,35-39,1
2015,Ignorado,40-44,3
2015,Ignorado,45-49,0
2015,Ignorado,50-54,1
2015,Ignorado,55-59,0
2015,Ignorado,60-64,1
2015,Ignorado,65 y más,0
2015,Ignorado,Ignorado,5
2015,Ignorado,Menos de 15,0
2015,Menos de 15,15-19,345
2015,Menos de 15,20-24,327
2015,Menos de 15,25-29,73
2015,Menos de 15,30-34,17
2015,Menos de 15,35-39,9
2015,Menos de 15,40-44,3
2015,Menos de 15,45-49,1
2015,Menos de 15,50-54,0
2015,Menos de 15,55-59,0
2015,Menos de 15,60-64,0
2015,Menos de 15,65 y más,0
2015,Menos de 15,Ignorado,0
2015,Menos de 15,Menos de 15,2
2016,15 - 19,15-19,1955
2016,15 - 19,20-24,6003
2016,15 - 19,25-29,1714
2016,15 - 19,30-34,391
2016,15 - 19,35-39,128
2016,15 - 19,40-44,35
2016,15 - 19,45-49,29
2016,15 - 19,50-54,10
2016,15 - 19,55-59,6
2016,15 - 19,60-64,1
2016,15 - 19,65 y más,5
2016,15 - 19,Ignorado,1
2016,20 - 24,15-19,1567
2016,20 - 24,20-24,12810
2016,20 - 24,25-29,7847
2016,20 - 24,30-34,2188
2016,20 - 24,35-39,616
2016,20 - 24,40-44,202
2016,20 - 24,45-49,87
2016,20 - 24,50-54,39
2016,20 - 24,55-59,23
2016,20 - 24,60-64,8
2016,20 - 24,65 y más,17
2016,20 - 24,Ignorado,1
2016,25 - 29,15-19,188
2016,25 - 29,20-24,2798
2016,25 - 29,25-29,6294
2016,25 - 29,30-34,3787
2016,25 - 29,35-39,1151
2016,25 - 29,40-44,354
2016,25 - 29,45-49,162
2016,25 - 29,50-54,78
2016,25 - 29,55-59,39
2016,25 - 29,60-64,29
2016,25 - 29,65 y más,33
2016,25 - 29,Ignorado,2
2016,30 - 34,15-19,44
2016,30 - 34,20-24,556
2016,30 - 34,25-29,1491
2016,30 - 34,30-34,2705
2016,30 - 34,35-39,1687
2016,30 - 34,40-44,637
2016,30 - 34,45-49,269
2016,30 - 34,50-54,124
2016,30 - 34,55-59,72
2016,30 - 34,60-64,51
2016,30 - 34,65 y más,38
2016,30 - 34,Ignorado,0
2016,35 - 39,15-19,12
2016,35 - 39,20-24,107
2016,35 - 39,25-29,327
2016,35 - 39,30-34,696
2016,35 - 39,35-39,1288
2016,35 - 39,40-44,952
2016,35 - 39,45-49,396
2016,35 - 39,50-54,182
2016,35 - 39,55-59,99
2016,35 - 39,60-64,86
2016,35 - 39,65 y más,51
2016,35 - 39,Ignorado,0
2016,40 - 44,15-19,0
2016,40 - 44,20-24,21
2016,40 - 44,25-29,69
2016,40 - 44,30-34,145
2016,40 - 44,35-39,321
2016,40 - 44,40-44,594
2016,40 - 44,45-49,530
2016,40 - 44,50-54,272
2016,40 - 44,55-59,135
2016,40 - 44,60-64,105
2016,40 - 44,65 y más,80
2016,40 - 44,Ignorado,1
2016,45 - 49,15-19,0
2016,45 - 49,20-24,10
2016,45 - 49,25-29,20
2016,45 - 49,30-34,34
2016,45 - 49,35-39,84
2016,45 - 49,40-44,201
2016,45 - 49,45-49,367
2016,45 - 49,50-54,390
2016,45 - 49,55-59,180
2016,45 - 49,60-64,108
2016,45 - 49,65 y más,118
2016,45 - 49,Ignorado,1
2016,50 - 54,15-19,2
2016,50 - 54,20-24,3
2016,50 - 54,25-29,9
2016,50 - 54,30-34,9
2016,50 - 54,35-39,23
2016,50 - 54,40-44,55
2016,50 - 54,45-49,123
2016,50 - 54,50-54,279
2016,50 - 54,55-59,282
2016,50 - 54,60-64,162
2016,50 - 54,65 y más,142
2016,50 - 54,Ignorado,0
2016,55 - 59,15-19,0
2016,55 - 59,20-24,0
2016,55 - 59,25-29,2
2016,55 - 59,30-34,6
2016,55 - 59,35-39,7
2016,55 - 59,40-44,14
2016,55 - 59,45-49,31
2016,55 - 59,50-54,69
2016,55 - 59,55-59,239
2016,55 - 59,60-64,272
2016,55 - 59,65 y más,227
2016,55 - 59,Ignorado,1
2016,60 - 64,15-19,0
2016,60 - 64,20-24,0
2016,60 - 64,25-29,1
2016,60 - 64,30-34,1
2016,60 - 64,35-39,4
2016,60 - 64,40-44,0
2016,60 - 64,45-49,8
2016,60 - 64,50-54,26
2016,60 - 64,55-59,66
2016,60 - 64,60-64,181
2016,60 - 64,65 y más,315
2016,60 - 64,Ignorado,0
2016,65 y más,15-19,0
2016,65 y más,20-24,0
2016,65 y más,25-29,0
2016,65 y más,30-34,1
2016,65 y más,35-39,0
2016,65 y más,40-44,3
2016,65 y más,45-49,0
2016,65 y más,50-54,14
2016,65 y más,55-59,29
2016,65 y más,60-64,50
2016,65 y más,65 y más,695
2016,65 y más,Ignorado,0
2016,Ignorado,15-19,2
2016,Ignorado,20-24,1
2016,Ignorado,25-29,1
2016,Ignorado,30-34,1
2016,Ignorado,35-39,1
2016,Ignorado,40-44,0
2016,Ignorado,45-49,0
2016,Ignorado,50-54,0
2016,Ignorado,55-59,0
2016,Ignorado,60-64,0
2016,Ignorado,65 y más,1
2016,Ignorado,Ignorado,1
2017,15 - 19,15-19,1984
2017,15 - 19,20-24,6583
2017,15 - 19,25-29,1916
2017,15 - 19,30-34,445
2017,15 - 19,35-39,114
2017,15 - 19,40-44,26
2017,15 - 19,45-49,17
2017,15 - 19,50-54,2
2017,15 - 19,55-59,10
2017,15 - 19,60-64,7
2017,15 - 19,65 y más,5
2017,15 - 19,Ignorado,0
2017,20 - 24,15-19,1662
2017,20 - 24,20-24,13202
2017,20 - 24,25-29,8008
2017,20 - 24,30-34,2127
2017,20 - 24,35-39,611
2017,20 - 24,40-44,192
2017,20 - 24,45-49,73
2017,20 - 24,50-54,40
2017,20 - 24,55-59,17
2017,20 - 24,60-64,10
2017,20 - 24,65 y más,17
2017,20 - 24,Ignorado,1
2017,25 - 29,15-19,180
2017,25 - 29,20-24,2886
2017,25 - 29,25-29,6519
2017,25 - 29,30-34,3960
2017,25 - 29,35-39,1247
2017,25 - 29,40-44,421
2017,25 - 29,45-49,153
2017,25 - 29,50-54,84
2017,25 - 29,55-59,43
2017,25 - 29,60-64,32
2017,25 - 29,65 y más,22
2017,25 - 29,Ignorado,0
2017,30 - 34,15-19,34
2017,30 - 34,20-24,514
2017,30 - 34,25-29,1483
2017,30 - 34,30-34,2708
2017,30 - 34,35-39,1765
2017,30 - 34,40-44,645
2017,30 - 34,45-49,253
2017,30 - 34,50-54,121
2017,30 - 34,55-59,72
2017,30 - 34,60-64,37
2017,30 - 34,65 y más,39
2017,30 - 34,Ignorado,3
2017,35 - 39,15-19,7
2017,35 - 39,20-24,113
2017,35 - 39,25-29,347
2017,35 - 39,30-34,730
2017,35 - 39,35-39,1268
2017,35 - 39,40-44,907
2017,35 - 39,45-49,414
2017,35 - 39,50-54,193
2017,35 - 39,55-59,96
2017,35 - 39,60-64,68
2017,35 - 39,65 y más,55
2017,35 - 39,Ignorado,0
2017,40 - 44,15-19,0
2017,40 - 44,20-24,31
2017,40 - 44,25-29,65
2017,40 - 44,30-34,179
2017,40 - 44,35-39,318
2017,40 - 44,40-44,676
2017,40 - 44,45-49,491
2017,40 - 44,50-54,272
2017,40 - 44,55-59,141
2017,40 - 44,60-64,75
2017,40 - 44,65 y más,83
2017,40 - 44,Ignorado,0
2017,45 - 49,15-19,1
2017,45 - 49,20-24,3
2017,45 - 49,25-29,27
2017,45 - 49,30-34,31
2017,45 - 49,35-39,80
2017,45 - 49,40-44,198
2017,45 - 49,45-49,385
2017,45 - 49,50-54,378
2017,45 - 49,55-59,209
2017,45 - 49,60-64,129
2017,45 - 49,65 y más,113
2017,45 - 49,Ignorado,0
2017,50 - 54,15-19,1
2017,50 - 54,20-24,0
2017,50 - 54,25-29,5
2017,50 - 54,30-34,7
2017,50 - 54,35-39,23
2017,50 - 54,40-44,50
2017,50 - 54,45-49,112
2017,50 - 54,50-54,291
2017,50 - 54,55-59,301
2017,50 - 54,60-64,176
2017,50 - 54,65 y más,147
2017,50 - 54,Ignorado,0
2017,55 - 59,15-19,0
2017,55 - 59,20-24,1
2017,55 - 59,25-29,1
2017,55 - 59,30-34,1
2017,55 - 59,35-39,4
2017,55 - 59,40-44,17
2017,55 - 59,45-49,36
2017,55 - 59,50-54,60
2017,55 - 59,55-59,210
2017,55 - 59,60-64,258
2017,55 - 59,65 y más,211
2017,55 - 59,Ignorado,0
2017,60 - 64,15-19,0
2017,60 - 64,20-24,0
2017,60 - 64,25-29,0
2017,60 - 64,30-34,1
2017,60 - 64,35-39,3
2017,60 - 64,40-44,3
2017,60 - 64,45-49,7
2017,60 - 64,50-54,26
2017,60 - 64,55-59,58
2017,60 - 64,60-64,182
2017,60 - 64,65 y más,273
2017,60 - 64,Ignorado,0
2017,65 y más,15-19,0
2017,65 y más,20-24,0
2017,65 y más,25-29,0
2017,65 y más,30-34,1
2017,65 y más,35-39,0
2017,65 y más,40-44,4
2017,65 y más,45-49,4
2017,65 y más,50-54,6
2017,65 y más,55-59,13
2017,65 y más,60-64,60
2017,65 y más,65 y más,670
2017,65 y más,Ignorado,0
2017,Ignorado,15-19,0
2017,Ignorado,20-24,0
2017,Ignorado,25-29,1
2017,Ignorado,30-34,0
2017,Ignorado,35-39,0
2017,Ignorado,40-44,0
2017,Ignorado,45-49,0
2017,Ignorado,50-54,0
2017,Ignorado,55-59,0
2017,Ignorado,60-64,0
2017,Ignorado,65 y más,0
2017,Ignorado,Ignorado,0
2018,15 - 19,15-19,2103
2018,15 - 19,20-24,6996
2018,15 - 19,25-29,2235
2018,15 - 19,30-34,478
2018,15 - 19,35-39,146
2018,15 - 19,40-44,44
2018,15 - 19,45-49,16
2018,15 - 19,50-54,11
2018,15 - 19,55-59,5
2018,15 - 19,60-64,6
2018,15 - 19,65 y más,3
2018,15 - 19,Ignorado,0
2018,20 - 24,15-19,1663
2018,20 - 24,20-24,13281
2018,20 - 24,25-29,8380
2018,20 - 24,30-34,2256
2018,20 - 24,35-39,630
2018,20 - 24,40-44,200
2018,20 - 24,45-49,79
2018,20 - 24,50-54,30
2018,20 - 24,55-59,26
2018,20 - 24,60-64,15
2018,20 - 24,65 y más,13
2018,20 - 24,Ignorado,0
2018,25 - 29,15-19,207
2018,25 - 29,20-24,2980
2018,25 - 29,25-29,6626
2018,25 - 29,30-34,4092
2018,25 - 29,35-39,1279
2018,25 - 29,40-44,386
2018,25 - 29,45-49,166
2018,25 - 29,50-54,75
2018,25 - 29,55-59,44
2018,25 - 29,60-64,19
2018,25 - 29,65 y más,18
2018,25 - 29,Ignorado,0
2018,30 - 34,15-19,48
2018,30 - 34,20-24,527
2018,30 - 34,25-29,1640
2018,30 - 34,30-34,2926
2018,30 - 34,35-39,1913
2018,30 - 34,40-44,668
2018,30 - 34,45-49,274
2018,30 - 34,50-54,124
2018,30 - 34,55-59,65
2018,30 - 34,60-64,60
2018,30 - 34,65 y más,40
2018,30 - 34,Ignorado,0
2018,35 - 39,15-19,7
2018,35 - 39,20-24,117
2018,35 - 39,25-29,355
2018,35 - 39,30-34,745
2018,35 - 39,35-39,1346
2018,35 - 39,40-44,965
2018,35 - 39,45-49,384
2018,35 - 39,50-54,177
2018,35 - 39,55-59,128
2018,35 - 39,60-64,62
2018,35 - 39,65 y más,66
2018,35 - 39,Ignorado,0
2018,40 - 44,15-19,6
2018,40 - 44,20-24,32
2018,40 - 44,25-29,75
2018,40 - 44,30-34,199
2018,40 - 44,35-39,389
2018,40 - 44,40-44,683
2018,40 - 44,45-49,579
2018,40 - 44,50-54,298
2018,40 - 44,55-59,148
2018,40 - 44,60-64,70
2018,40 - 44,65 y más,115
2018,40 - 44,Ignorado,0
2018,45 - 49,15-19,0
2018,45 - 49,20-24,4
2018,45 - 49,25-29,27
2018,45 - 49,30-34,47
2018,45 - 49,35-39,83
2018,45 - 49,40-44,184
2018,45 - 49,45-49,424
2018,45 - 49,50-54,413
2018,45 - 49,55-59,207
2018,45 - 49,60-64,142
2018,45 - 49,65 y más,135
2018,45 - 49,Ignorado,0
2018,50 - 54,15-19,0
2018,50 - 54,20-24,7
2018,50 - 54,25-29,10
2018,50 - 54,30-34,13
2018,50 - 54,35-39,25
2018,50 - 54,40-44,53
2018,50 - 54,45-49,133
2018,50 - 54,50-54,251
2018,50 - 54,55-59,355
2018,50 - 54,60-64,163
2018,50 - 54,65 y más,179
2018,50 - 54,Ignorado,0
2018,55 - 59,15-19,0
2018,55 - 59,20-24,0
2018,55 - 59,25-29,2
2018,55 - 59,30-34,0
2018,55 - 59,35-39,3
2018,55 - 59,40-44,14
2018,55 - 59,45-49,39
2018,55 - 59,50-54,83
2018,55 - 59,55-59,213
2018,55 - 59,60-64,254
2018,55 - 59,65 y más,233
2018,55 - 59,Ignorado,0
2018,60 - 64,15-19,0
2018,60 - 64,20-24,0
2018,60 - 64,25-29,1
2018,60 - 64,30-34,0
2018,60 - 64,35-39,3
2018,60 - 64,40-44,2
2018,60 - 64,45-49,4
2018,60 - 64,50-54,31
2018,60 - 64,55-59,62
2018,60 - 64,60-64,155
2018,60 - 64,65 y más,292
2018,60 - 64,Ignorado,0
2018,65 y más,15-19,0
2018,65 y más,20-24,0
2018,65 y más,25-29,0
2018,65 y más,30-34,0
2018,65 y más,35-39,3
2018,65 y más,40-44,0
2018,65 y más,45-49,2
2018,65 y más,50-54,13
2018,65 y más,55-59,21
2018,65 y más,60-64,77
2018,65 y más,65 y más,676
2018,65 y más,Ignorado,0
2018,Ignorado,15-19,0
2018,Ignorado,20-24,0
2018,Ignorado,25-29,0
2018,Ignorado,30-34,0
2018,Ignorado,35-39,0
2018,Ignorado,40-44,0
2018,Ignorado,45-49,0
2018,Ignorado,50-54,0
2018,Ignorado,55-59,0
2018,Ignorado,60-64,0
2018,Ignorado,65 y más,0
2018,Ignorado,Ignorado,0
2019,18 - 19,18-19,2180
2019,18 - 19,20-24,7497
2019,18 - 19,25-29,2411
2019,18 - 19,30-34,498
2019,18 - 19,35-39,133
2019,18 - 19,40-44,49
2019,18 - 19,45-49,19
2019,18 - 19,50-54,12
2019,18 - 19,55-59,6
2019,18 - 19,60-64,3
2019,18 - 19,65 y más,2
2019,18 - 19,Ignorado,0
2019,20 - 24,18-19,1793
2019,20 - 24,20-24,13270
2019,20 - 24,25-29,8577
2019,20 - 24,30-34,2298
2019,20 - 24,35-39,655
2019,20 - 24,40-44,196
2019,20 - 24,45-49,80
2019,20 - 24,50-54,30
2019,20 - 24,55-59,16
2019,20 - 24,60-64,15
2019,20 - 24,65 y más,10
2019,20 - 24,Ignorado,0
2019,25 - 29,18-19,252
2019,25 - 29,20-24,2909
2019,25 - 29,25-29,7147
2019,25 - 29,30-34,4169
2019,25 - 29,35-39,1277
2019,25 - 29,40-44,435
2019,25 - 29,45-49,175
2019,25 - 29,50-54,81
2019,25 - 29,55-59,48
2019,25 - 29,60-64,29
2019,25 - 29,65 y más,34
2019,25 - 29,Ignorado,0
2019,30 - 34,18-19,46
2019,30 - 34,20-24,546
2019,30 - 34,25-29,1601
2019,30 - 34,30-34,3063
2019,30 - 34,35-39,1928
2019,30 - 34,40-44,717
2019,30 - 34,45-49,281
2019,30 - 34,50-54,134
2019,30 - 34,55-59,78
2019,30 - 34,60-64,38
2019,30 - 34,65 y más,37
2019,30 - 34,Ignorado,0
2019,35 - 39,18-19,10
2019,35 - 39,20-24,136
2019,35 - 39,25-29,346
2019,35 - 39,30-34,800
2019,35 - 39,35-39,1312
2019,35 - 39,40-44,995
2019,35 - 39,45-49,396
2019,35 - 39,50-54,209
2019,35 - 39,55-59,106
2019,35 - 39,60-64,70
2019,35 - 39,65 y más,68
2019,35 - 39,Ignorado,0
2019,40 - 44,18-19,4
2019,40 - 44,20-24,30
2019,40 - 44,25-29,90
2019,40 - 44,30-34,195
2019,40 - 44,35-39,337
2019,40 - 44,40-44,686
2019,40 - 44,45-49,584
2019,40 - 44,50-54,254
2019,40 - 44,55-59,160
2019,40 - 44,60-64,95
2019,40 - 44,65 y más,118
2019,40 - 44,Ignorado,0
2019,45 - 49,18-19,0
2019,45 - 49,20-24,12
2019,45 - 49,25-29,27
2019,45 - 49,30-34,57
2019,45 - 49,35-39,97
2019,45 - 49,40-44,204
2019,45 - 49,45-49,415
2019,45 - 49,50-54,411
2019,45 - 49,55-59,233
2019,45 - 49,60-64,129
2019,45 - 49,65 y más,131
2019,45 - 49,Ignorado,0
2019,50 - 54,18-19,0
2019,50 - 54,20-24,3
2019,50 - 54,25-29,5
2019,50 - 54,30-34,17
2019,50 - 54,35-39,21
2019,50 - 54,40-44,41
2019,50 - 54,45-49,114
2019,50 - 54,50-54,257
2019,50 - 54,55-59,319
2019,50 - 54,60-64,196
2019,50 - 54,65 y más,155
2019,50 - 54,Ignorado,0
2019,55 - 59,18-19,0
2019,55 - 59,20-24,1
2019,55 - 59,25-29,2
2019,55 - 59,30-34,4
2019,55 - 59,35-39,5
2019,55 - 59,40-44,19
2019,55 - 59,45-49,31
2019,55 - 59,50-54,80
2019,55 - 59,55-59,246
2019,55 - 59,60-64,259
2019,55 - 59,65 y más,218
2019,55 - 59,Ignorado,0
2019,60 - 64,18-19,0
2019,60 - 64,20-24,0
2019,60 - 64,25-29,0
2019,60 - 64,30-34,1
2019,60 - 64,35-39,4
2019,60 - 64,40-44,3
2019,60 - 64,45-49,7
2019,60 - 64,50-54,22
2019,60 - 64,55-59,69
2019,60 - 64,60-64,179
2019,60 - 64,65 y más,326
2019,60 - 64,Ignorado,0
2019,65 y más,18-19,0
2019,65 y más,20-24,0
2019,65 y más,25-29,0
2019,65 y más,30-34,1
2019,65 y más,35-39,1
2019,65 y más,40-44,3
2019,65 y más,45-49,2
2019,65 y más,50-54,7
2019,65 y más,55-59,36
2019,65 y más,60-64,59
2019,65 y más,65 y más,721
2019,65 y más,Ignorado,0
2019,Ignorado,18-19,0
2019,Ignorado,20-24,0
2019,Ignorado,25-29,0
2019,Ignorado,30-34,0
2019,Ignorado,35-39,0
2019,Ignorado,40-44,1
2019,Ignorado,45-49,0
2019,Ignorado,50-54,0
2019,Ignorado,55-59,0
2019,Ignorado,60-64,0
2019,Ignorado,65 y más,0
2019,Ignorado,Ignorado,1
2020,20 - 24,20-24,10587
2020,20 - 24,25-29,6626
2020,20 - 24,30-34,1746
2020,20 - 24,35-39,508
2020,20 - 24,40-44,164
2020,20 - 24,45-49,49
2020,20 - 24,50-54,33
2020,20 - 24,55-59,14
2020,20 - 24,60-64,9
2020,20 - 24,65 y más,13
2020,20 - 24,Ignorado,0
2020,20 - 24,Menos de 20,1172
2020,25 - 29,20-24,2197
2020,25 - 29,25-29,5392
2020,25 - 29,30-34,3154
2020,25 - 29,35-39,979
2020,25 - 29,40-44,365
2020,25 - 29,45-49,127
2020,25 - 29,50-54,52
2020,25 - 29,55-59,37
2020,25 - 29,60-64,21
2020,25 - 29,65 y más,24
2020,25 - 29,Ignorado,0
2020,25 - 29,Menos de 20,124
2020,30 - 34,20-24,399
2020,30 - 34,25-29,1260
2020,30 - 34,30-34,2374
2020,30 - 34,35-39,1400
2020,30 - 34,40-44,502
2020,30 - 34,45-49,218
2020,30 - 34,50-54,96
2020,30 - 34,55-59,61
2020,30 - 34,60-64,37
2020,30 - 34,65 y más,30
2020,30 - 34,Ignorado,0
2020,30 - 34,Menos de 20,28
2020,35 - 39,20-24,93
2020,35 - 39,25-29,282
2020,35 - 39,30-34,601
2020,35 - 39,35-39,962
